l1,subject,list,context,mat_verb,wh,emb_verb,response
,11383,olive,mat,predict,who,recruit,1
EN,11005,olive,mat,predict,who,recruit,1
,10417,olive,mat,predict,who,recruit,1
,3229,olive,mat,predict,who,recruit,0
EN,10969,olive,mat,predict,who,recruit,1
,10753,olive,mat,predict,who,recruit,0
EN,10921,olive,mat,predict,who,recruit,0
,10945,olive,mat,predict,who,recruit,1
,11098,olive,mat,predict,who,recruit,1
EN,10051,olive,mat,predict,who,recruit,0
EN,10063,olive,mat,predict,who,recruit,0
EN,11014,olive,mat,predict,who,recruit,1
,11275,olive,mat,predict,who,recruit,0
EN,10660,olive,mat,predict,who,recruit,1
EN,10933,olive,mat,predict,who,recruit,1
EN,11518,olive,mat,predict,who,recruit,1
EN,10570,olive,mat,predict,who,recruit,1
EN,11068,olive,mat,predict,who,recruit,0
EN,10987,olive,mat,predict,who,recruit,1
EN,10297,olive,mat,predict,who,recruit,1
EN,10960,olive,mat,predict,who,recruit,1
EN,10078,olive,mat,predict,who,recruit,1
EN,10402,olive,mat,predict,who,recruit,1
,10540,olive,mat,predict,who,call,1
,11434,olive,mat,predict,who,call,1
,10261,olive,mat,predict,who,call,1
,11383,olive,mat,predict,who,call,1
EN,11005,olive,mat,predict,who,call,1
,10417,olive,mat,predict,who,call,1
,3229,olive,mat,predict,who,call,1
EN,10969,olive,mat,predict,who,call,1
,10753,olive,mat,predict,who,call,1
EN,10921,olive,mat,predict,who,call,1
,10945,olive,mat,predict,who,call,1
,11098,olive,mat,predict,who,call,1
EN,10051,olive,mat,predict,who,call,1
EN,10063,olive,mat,predict,who,call,1
EN,11014,olive,mat,predict,who,call,1
,11275,olive,mat,predict,who,call,1
EN,10660,olive,mat,predict,who,call,1
EN,10933,olive,mat,predict,who,call,1
EN,11518,olive,mat,predict,who,call,1
EN,10570,olive,mat,predict,who,call,1
EN,11068,olive,mat,predict,who,call,1
EN,10987,olive,mat,predict,who,call,1
EN,10297,olive,mat,predict,who,call,1
EN,10960,olive,mat,predict,who,call,1
EN,10078,olive,mat,predict,who,call,1
EN,10402,olive,mat,predict,who,call,1
,11410,magenta,mat,predict,who,invite,1
EN,10495,magenta,mat,predict,who,invite,1
EN,10327,magenta,mat,predict,who,invite,1
EN,10762,magenta,mat,predict,who,invite,1
EN,11101,magenta,mat,predict,who,invite,1
,11299,magenta,mat,predict,who,invite,1
EN,11821,magenta,mat,predict,who,invite,1
,11290,magenta,mat,predict,who,invite,1
,11254,magenta,mat,predict,who,invite,1
,11491,magenta,mat,predict,who,invite,1
EN,10942,magenta,mat,predict,who,invite,1
,11284,magenta,mat,predict,who,invite,1
,11479,magenta,mat,predict,who,invite,1
EN,12001,magenta,mat,predict,who,invite,1
EN,10567,magenta,mat,predict,who,invite,1
,11593,magenta,mat,predict,who,invite,1
,11893,magenta,mat,predict,who,invite,1
,10387,magenta,mat,predict,who,invite,1
EN,11887,magenta,mat,predict,who,invite,1
EN,11839,magenta,mat,predict,who,invite,1
,11326,magenta,mat,predict,who,invite,1
,10030,magenta,mat,predict,who,invite,1
,10486,magenta,mat,predict,who,invite,1
EN,10984,magenta,mat,predict,who,invite,1
,11437,magenta,mat,predict,who,invite,1
EN,10576,magenta,mat,predict,who,invite,1
,11410,magenta,mat,predict,who,select,1
EN,10495,magenta,mat,predict,who,select,1
EN,10327,magenta,mat,predict,who,select,1
EN,10762,magenta,mat,predict,who,select,1
EN,11101,magenta,mat,predict,who,select,1
,11299,magenta,mat,predict,who,select,1
EN,11821,magenta,mat,predict,who,select,1
,11290,magenta,mat,predict,who,select,1
,11254,magenta,mat,predict,who,select,1
,11491,magenta,mat,predict,who,select,1
EN,10942,magenta,mat,predict,who,select,1
,11284,magenta,mat,predict,who,select,1
,11479,magenta,mat,predict,who,select,1
EN,12001,magenta,mat,predict,who,select,1
EN,10567,magenta,mat,predict,who,select,1
,11593,magenta,mat,predict,who,select,1
,11893,magenta,mat,predict,who,select,1
,10387,magenta,mat,predict,who,select,1
EN,11887,magenta,mat,predict,who,select,1
EN,11839,magenta,mat,predict,who,select,1
,11326,magenta,mat,predict,who,select,1
,10030,magenta,mat,predict,who,select,1
,10486,magenta,mat,predict,who,select,1
EN,10984,magenta,mat,predict,who,select,1
,11437,magenta,mat,predict,who,select,1
EN,10576,magenta,mat,predict,who,select,1
,10540,olive,matf,predict,who,invite,0
,11434,olive,matf,predict,who,invite,0
,10261,olive,matf,predict,who,invite,1
,11383,olive,matf,predict,who,invite,1
EN,11005,olive,matf,predict,who,invite,1
,10417,olive,matf,predict,who,invite,1
,3229,olive,matf,predict,who,invite,1
EN,10969,olive,matf,predict,who,invite,0
,10753,olive,matf,predict,who,invite,0
EN,10921,olive,matf,predict,who,invite,0
,10945,olive,matf,predict,who,invite,1
,11098,olive,matf,predict,who,invite,1
EN,10051,olive,matf,predict,who,invite,0
EN,10063,olive,matf,predict,who,invite,0
EN,11014,olive,matf,predict,who,invite,1
,11275,olive,matf,predict,who,invite,0
EN,10660,olive,matf,predict,who,invite,1
EN,10933,olive,matf,predict,who,invite,0
EN,11518,olive,matf,predict,who,invite,1
EN,10570,olive,matf,predict,who,invite,1
EN,11068,olive,matf,predict,who,invite,0
EN,10987,olive,matf,predict,who,invite,1
EN,10297,olive,matf,predict,who,invite,1
EN,10960,olive,matf,predict,who,invite,1
EN,10078,olive,matf,predict,who,invite,0
EN,10402,olive,matf,predict,who,invite,0
,10540,olive,matf,predict,who,select,0
,11434,olive,matf,predict,who,select,0
,10261,olive,matf,predict,who,select,0
,11383,olive,matf,predict,who,select,1
EN,11005,olive,matf,predict,who,select,0
,10417,olive,matf,predict,who,select,1
,3229,olive,matf,predict,who,select,1
EN,10969,olive,matf,predict,who,select,0
,10753,olive,matf,predict,who,select,1
EN,10921,olive,matf,predict,who,select,0
,10945,olive,matf,predict,who,select,1
,11098,olive,matf,predict,who,select,0
EN,10051,olive,matf,predict,who,select,0
EN,10063,olive,matf,predict,who,select,0
EN,11014,olive,matf,predict,who,select,1
,11275,olive,matf,predict,who,select,0
EN,10660,olive,matf,predict,who,select,0
EN,10933,olive,matf,predict,who,select,0
EN,11518,olive,matf,predict,who,select,1
EN,10570,olive,matf,predict,who,select,0
EN,11068,olive,matf,predict,who,select,0
EN,10987,olive,matf,predict,who,select,0
EN,10297,olive,matf,predict,who,select,1
EN,10960,olive,matf,predict,who,select,1
EN,10078,olive,matf,predict,who,select,0
EN,10402,olive,matf,predict,who,select,0
,11410,magenta,matf,predict,who,recruit,0
EN,10495,magenta,matf,predict,who,recruit,1
EN,10327,magenta,matf,predict,who,recruit,0
EN,10762,magenta,matf,predict,who,recruit,1
EN,11101,magenta,matf,predict,who,recruit,0
,11299,magenta,matf,predict,who,recruit,1
EN,11821,magenta,matf,predict,who,recruit,0
,11290,magenta,matf,predict,who,recruit,1
,11254,magenta,matf,predict,who,recruit,0
,11491,magenta,matf,predict,who,recruit,0
EN,10942,magenta,matf,predict,who,recruit,1
,11284,magenta,matf,predict,who,recruit,0
,11479,magenta,matf,predict,who,recruit,1
EN,12001,magenta,matf,predict,who,recruit,0
EN,10567,magenta,matf,predict,who,recruit,0
,11593,magenta,matf,predict,who,recruit,0
,11893,magenta,matf,predict,who,recruit,0
,10387,magenta,matf,predict,who,recruit,1
EN,11887,magenta,matf,predict,who,recruit,0
EN,11839,magenta,matf,predict,who,recruit,1
,11326,magenta,matf,predict,who,recruit,0
,10030,magenta,matf,predict,who,recruit,1
,10486,magenta,matf,predict,who,recruit,1
EN,10984,magenta,matf,predict,who,recruit,0
,11437,magenta,matf,predict,who,recruit,0
EN,10576,magenta,matf,predict,who,recruit,0
,11410,magenta,matf,predict,who,call,0
EN,10495,magenta,matf,predict,who,call,1
EN,10327,magenta,matf,predict,who,call,0
EN,10762,magenta,matf,predict,who,call,1
EN,11101,magenta,matf,predict,who,call,1
,11299,magenta,matf,predict,who,call,1
EN,11821,magenta,matf,predict,who,call,0
,11290,magenta,matf,predict,who,call,1
,11254,magenta,matf,predict,who,call,1
,11491,magenta,matf,predict,who,call,0
EN,10942,magenta,matf,predict,who,call,1
,11284,magenta,matf,predict,who,call,0
,11479,magenta,matf,predict,who,call,1
EN,12001,magenta,matf,predict,who,call,1
EN,10567,magenta,matf,predict,who,call,0
,11593,magenta,matf,predict,who,call,0
,11893,magenta,matf,predict,who,call,0
,10387,magenta,matf,predict,who,call,0
EN,11887,magenta,matf,predict,who,call,1
EN,11839,magenta,matf,predict,who,call,1
,11326,magenta,matf,predict,who,call,1
,10030,magenta,matf,predict,who,call,1
,10486,magenta,matf,predict,who,call,1
EN,10984,magenta,matf,predict,who,call,1
,11437,magenta,matf,predict,who,call,1
EN,10576,magenta,matf,predict,who,call,0
,10540,olive,mst,predict,who,ask,1
,11434,olive,mst,predict,who,ask,1
,10261,olive,mst,predict,who,ask,1
,11383,olive,mst,predict,who,ask,1
EN,11005,olive,mst,predict,who,ask,1
,10417,olive,mst,predict,who,ask,1
,3229,olive,mst,predict,who,ask,0
EN,10969,olive,mst,predict,who,ask,1
,10753,olive,mst,predict,who,ask,1
EN,10921,olive,mst,predict,who,ask,0
,10945,olive,mst,predict,who,ask,1
,11098,olive,mst,predict,who,ask,1
EN,10051,olive,mst,predict,who,ask,1
EN,10063,olive,mst,predict,who,ask,0
EN,11014,olive,mst,predict,who,ask,1
,11275,olive,mst,predict,who,ask,0
EN,10660,olive,mst,predict,who,ask,1
EN,10933,olive,mst,predict,who,ask,1
EN,11518,olive,mst,predict,who,ask,1
EN,10570,olive,mst,predict,who,ask,1
EN,11068,olive,mst,predict,who,ask,1
EN,10987,olive,mst,predict,who,ask,1
EN,10297,olive,mst,predict,who,ask,1
EN,10960,olive,mst,predict,who,ask,1
EN,10078,olive,mst,predict,who,ask,1
EN,10402,olive,mst,predict,who,ask,1
,10540,olive,mst,predict,who,contact,0
,11434,olive,mst,predict,who,contact,0
,10261,olive,mst,predict,who,contact,1
,11383,olive,mst,predict,who,contact,1
EN,11005,olive,mst,predict,who,contact,1
,10417,olive,mst,predict,who,contact,1
,3229,olive,mst,predict,who,contact,0
EN,10969,olive,mst,predict,who,contact,1
,10753,olive,mst,predict,who,contact,1
EN,10921,olive,mst,predict,who,contact,0
,10945,olive,mst,predict,who,contact,1
,11098,olive,mst,predict,who,contact,0
EN,10051,olive,mst,predict,who,contact,1
EN,10063,olive,mst,predict,who,contact,0
EN,11014,olive,mst,predict,who,contact,0
,11275,olive,mst,predict,who,contact,0
EN,10660,olive,mst,predict,who,contact,1
EN,10933,olive,mst,predict,who,contact,1
EN,11518,olive,mst,predict,who,contact,1
EN,10570,olive,mst,predict,who,contact,1
EN,11068,olive,mst,predict,who,contact,1
EN,10987,olive,mst,predict,who,contact,1
EN,10297,olive,mst,predict,who,contact,1
EN,10960,olive,mst,predict,who,contact,1
EN,10078,olive,mst,predict,who,contact,0
EN,10402,olive,mst,predict,who,contact,1
,11410,magenta,mst,predict,who,interview,1
EN,10495,magenta,mst,predict,who,interview,1
EN,10327,magenta,mst,predict,who,interview,1
EN,10762,magenta,mst,predict,who,interview,1
EN,11101,magenta,mst,predict,who,interview,1
,11299,magenta,mst,predict,who,interview,1
EN,11821,magenta,mst,predict,who,interview,0
,11290,magenta,mst,predict,who,interview,1
,11254,magenta,mst,predict,who,interview,1
,11491,magenta,mst,predict,who,interview,0
EN,10942,magenta,mst,predict,who,interview,1
,11284,magenta,mst,predict,who,interview,1
,11479,magenta,mst,predict,who,interview,1
EN,12001,magenta,mst,predict,who,interview,0
EN,10567,magenta,mst,predict,who,interview,0
,11593,magenta,mst,predict,who,interview,1
,11893,magenta,mst,predict,who,interview,0
,10387,magenta,mst,predict,who,interview,1
EN,11887,magenta,mst,predict,who,interview,1
EN,11839,magenta,mst,predict,who,interview,0
,11326,magenta,mst,predict,who,interview,0
,10030,magenta,mst,predict,who,interview,1
,10486,magenta,mst,predict,who,interview,1
EN,10984,magenta,mst,predict,who,interview,1
,11437,magenta,mst,predict,who,interview,1
EN,10576,magenta,mst,predict,who,interview,1
,11410,magenta,mst,predict,who,hire,1
EN,10495,magenta,mst,predict,who,hire,1
EN,10327,magenta,mst,predict,who,hire,1
EN,10762,magenta,mst,predict,who,hire,0
EN,11101,magenta,mst,predict,who,hire,1
,11299,magenta,mst,predict,who,hire,1
EN,11821,magenta,mst,predict,who,hire,0
,11290,magenta,mst,predict,who,hire,1
,11254,magenta,mst,predict,who,hire,0
,11491,magenta,mst,predict,who,hire,0
EN,10942,magenta,mst,predict,who,hire,1
,11284,magenta,mst,predict,who,hire,1
,11479,magenta,mst,predict,who,hire,1
EN,12001,magenta,mst,predict,who,hire,0
EN,10567,magenta,mst,predict,who,hire,1
,11593,magenta,mst,predict,who,hire,0
,11893,magenta,mst,predict,who,hire,1
,10387,magenta,mst,predict,who,hire,0
EN,11887,magenta,mst,predict,who,hire,1
EN,11839,magenta,mst,predict,who,hire,0
,11326,magenta,mst,predict,who,hire,1
,10030,magenta,mst,predict,who,hire,1
,10486,magenta,mst,predict,who,hire,1
EN,10984,magenta,mst,predict,who,hire,1
,11437,magenta,mst,predict,who,hire,1
EN,10576,magenta,mst,predict,who,hire,0
EN,10044,cyan,mst,predict,where,find,1
EN,10445,cyan,mst,predict,where,find,0
EN,10110,cyan,mst,predict,where,find,1
EN,11497,cyan,mst,predict,where,find,1
EN,10803,cyan,mst,predict,where,find,1
EN,10074,cyan,mst,predict,where,find,0
EN,10083,cyan,mst,predict,where,find,1
EN,11057,cyan,mst,predict,where,find,1
EN,11303,cyan,mst,predict,where,find,1
EN,10469,cyan,mst,predict,where,find,1
EN,11090,cyan,mst,predict,where,find,1
EN,me387,cyan,mst,predict,where,find,0
EN,10778,cyan,mst,predict,where,find,1
EN,11374,cyan,mst,predict,where,find,1
EN,10838,cyan,mst,predict,where,find,1
EN,10436,cyan,mst,predict,where,find,1
EN,11056,cyan,mst,predict,where,find,0
EN,10118,cyan,mst,predict,where,find,0
EN,10008,cyan,mst,predict,where,find,1
EN,10735,cyan,mst,predict,where,find,1
EN,10760,cyan,mst,predict,where,find,1
EN,10407,cyan,mst,predict,where,find,1
EN,10080,cyan,mst,predict,where,find,1
EN,11008,cyan,mst,predict,where,find,1
EN,10559,cyan,mst,predict,where,find,1
EN,10044,cyan,MST,predict,who,recruit,1
EN,10445,cyan,MST,predict,who,recruit,1
EN,10110,cyan,MST,predict,who,recruit,1
EN,11497,cyan,MST,predict,who,recruit,1
EN,10803,cyan,MST,predict,who,recruit,1
EN,10074,cyan,MST,predict,who,recruit,0
EN,10083,cyan,MST,predict,who,recruit,1
EN,11057,cyan,MST,predict,who,recruit,1
EN,11303,cyan,MST,predict,who,recruit,1
EN,10469,cyan,MST,predict,who,recruit,1
EN,11090,cyan,MST,predict,who,recruit,0
EN,me387,cyan,MST,predict,who,recruit,1
EN,10778,cyan,MST,predict,who,recruit,1
EN,11374,cyan,MST,predict,who,recruit,1
EN,10838,cyan,MST,predict,who,recruit,1
EN,10436,cyan,MST,predict,who,recruit,1
EN,11056,cyan,MST,predict,who,recruit,1
EN,10118,cyan,MST,predict,who,recruit,1
EN,10008,cyan,MST,predict,who,recruit,1
EN,10735,cyan,MST,predict,who,recruit,1
EN,10760,cyan,MST,predict,who,recruit,1
EN,10407,cyan,MST,predict,who,recruit,1
EN,10080,cyan,MST,predict,who,recruit,0
EN,11008,cyan,MST,predict,who,recruit,1
EN,10559,cyan,MST,predict,who,recruit,1
EN,10044,cyan,MST,predict,where,hide,0
EN,10445,cyan,MST,predict,where,hide,1
EN,10110,cyan,MST,predict,where,hide,1
EN,11497,cyan,MST,predict,where,hide,1
EN,10803,cyan,MST,predict,where,hide,1
EN,10074,cyan,MST,predict,where,hide,1
EN,10083,cyan,MST,predict,where,hide,1
EN,11057,cyan,MST,predict,where,hide,1
EN,11303,cyan,MST,predict,where,hide,1
EN,10469,cyan,MST,predict,where,hide,1
EN,11090,cyan,MST,predict,where,hide,1
EN,me387,cyan,MST,predict,where,hide,0
EN,10778,cyan,MST,predict,where,hide,1
EN,11374,cyan,MST,predict,where,hide,1
EN,10838,cyan,MST,predict,where,hide,1
EN,10436,cyan,MST,predict,where,hide,1
EN,11056,cyan,MST,predict,where,hide,1
EN,10118,cyan,MST,predict,where,hide,0
EN,10008,cyan,MST,predict,where,hide,1
EN,10735,cyan,MST,predict,where,hide,1
EN,10760,cyan,MST,predict,where,hide,1
EN,10407,cyan,MST,predict,where,hide,1
EN,10080,cyan,MST,predict,where,hide,1
EN,11008,cyan,MST,predict,where,hide,1
EN,10559,cyan,MST,predict,where,hide,1
EN,10044,cyan,MST,predict,who,call,1
EN,10445,cyan,MST,predict,who,call,1
EN,10110,cyan,MST,predict,who,call,1
EN,11497,cyan,MST,predict,who,call,1
EN,10803,cyan,MST,predict,who,call,1
EN,10074,cyan,MST,predict,who,call,0
EN,10083,cyan,MST,predict,who,call,1
EN,11057,cyan,MST,predict,who,call,1
EN,11303,cyan,MST,predict,who,call,1
EN,10469,cyan,MST,predict,who,call,1
EN,11090,cyan,MST,predict,who,call,1
EN,me387,cyan,MST,predict,who,call,1
EN,10778,cyan,MST,predict,who,call,1
EN,11374,cyan,MST,predict,who,call,1
EN,10838,cyan,MST,predict,who,call,1
EN,10436,cyan,MST,predict,who,call,1
EN,11056,cyan,MST,predict,who,call,1
EN,10118,cyan,MST,predict,who,call,0
EN,10008,cyan,MST,predict,who,call,1
EN,10735,cyan,MST,predict,who,call,1
EN,10760,cyan,MST,predict,who,call,1
EN,10407,cyan,MST,predict,who,call,1
EN,10080,cyan,MST,predict,who,call,1
EN,11008,cyan,MST,predict,who,call,1
EN,10559,cyan,MST,predict,who,call,1
EN,10044,cyan,MAT,predict,where,view,1
EN,10445,cyan,MAT,predict,where,view,1
EN,10110,cyan,MAT,predict,where,view,1
EN,11497,cyan,MAT,predict,where,view,1
EN,10803,cyan,MAT,predict,where,view,1
EN,10074,cyan,MAT,predict,where,view,1
EN,10083,cyan,MAT,predict,where,view,1
EN,11057,cyan,MAT,predict,where,view,1
EN,11303,cyan,MAT,predict,where,view,1
EN,10469,cyan,MAT,predict,where,view,1
EN,11090,cyan,MAT,predict,where,view,1
EN,me387,cyan,MAT,predict,where,view,1
EN,10778,cyan,MAT,predict,where,view,1
EN,11374,cyan,MAT,predict,where,view,1
EN,10838,cyan,MAT,predict,where,view,1
EN,10436,cyan,MAT,predict,where,view,1
EN,11056,cyan,MAT,predict,where,view,1
EN,10118,cyan,MAT,predict,where,view,1
EN,10008,cyan,MAT,predict,where,view,1
EN,10735,cyan,MAT,predict,where,view,1
EN,10760,cyan,MAT,predict,where,view,1
EN,10407,cyan,MAT,predict,where,view,1
EN,10080,cyan,MAT,predict,where,view,1
EN,11008,cyan,MAT,predict,where,view,1
EN,10559,cyan,MAT,predict,where,view,1
EN,10044,,,,,,
EN,10445,,,,,,
EN,10110,,,,,,
EN,11497,,,,,,
EN,10803,,,,,,
EN,10074,,,,,,
EN,10083,,,,,,
EN,11057,,,,,,
EN,11303,,,,,,
EN,10469,,,,,,
EN,11090,,,,,,
EN,me387,,,,,,
EN,10778,,,,,,
EN,11374,,,,,,
EN,10838,,,,,,
EN,10436,,,,,,
EN,11056,,,,,,
EN,10118,,,,,,
EN,10008,,,,,,
EN,10735,,,,,,
EN,10760,,,,,,
EN,10407,,,,,,
EN,10080,,,,,,
EN,11008,,,,,,
EN,10559,,,,,,
EN,10044,,,,,,
EN,10445,,,,,,
EN,10110,,,,,,
EN,11497,,,,,,
EN,10803,,,,,,
EN,10074,,,,,,
EN,10083,,,,,,
EN,11057,,,,,,
EN,11303,,,,,,
EN,10469,,,,,,
EN,11090,,,,,,
EN,me387,,,,,,
EN,10778,,,,,,
EN,11374,,,,,,
EN,10838,,,,,,
EN,10436,,,,,,
EN,11056,,,,,,
EN,10118,,,,,,
EN,10008,,,,,,
EN,10735,,,,,,
EN,10760,,,,,,
EN,10407,,,,,,
EN,10080,,,,,,
EN,11008,,,,,,
EN,10559,,,,,,
EN,10044,,,,,,
EN,10445,,,,,,
EN,10110,,,,,,
EN,11497,,,,,,
EN,10803,,,,,,
EN,10074,,,,,,
EN,10083,,,,,,
EN,11057,,,,,,
EN,11303,,,,,,
EN,10469,,,,,,
EN,11090,,,,,,
EN,me387,,,,,,
EN,10778,,,,,,
EN,11374,,,,,,
EN,10838,,,,,,
EN,10436,,,,,,
EN,11056,,,,,,
EN,10118,,,,,,
EN,10008,,,,,,
EN,10735,,,,,,
EN,10760,,,,,,
EN,10407,,,,,,
EN,10080,,,,,,
EN,11008,,,,,,
EN,10559,,,,,,
EN,10044,,,,,,
EN,10445,,,,,,
EN,10110,,,,,,
EN,11497,,,,,,
EN,10803,,,,,,
EN,10074,,,,,,
EN,10083,,,,,,
EN,11057,,,,,,
EN,11303,,,,,,
EN,10469,,,,,,
EN,11090,,,,,,
EN,me387,,,,,,
EN,10778,,,,,,
EN,11374,,,,,,
EN,10838,,,,,,
EN,10436,,,,,,
EN,11056,,,,,,
EN,10118,,,,,,
EN,10008,,,,,,
EN,10735,,,,,,
EN,10760,,,,,,
EN,10407,,,,,,
EN,10080,,,,,,
EN,11008,,,,,,
EN,10559,,,,,,
